tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;d83517f6-6c32-42e9-a995-6668bde056c3;CY;;;;;;;;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;0;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_99cc8a4b1c8fbba46f3e5bea09045b25bb01d9641d57a2867d4f6d1bdeb5a86f;Υπουργείο Υγείας;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;ea81a075-d58a-4d50-b20b-ae9b44ecda05;CY;Προσφορά για προμήθεια, εγκατάσταση και συντήρηση δύο αγγειογραφικών συστημάτων. Σ.Υ. 52/11.;;SUPPLIES;OPEN;pt_open;33100000;33100000;;2012;EL;;;;;2012/05/18;;;;;;;no;no;no;;;;yes;no;no;yes;1500000;EUR;;;1500000;;;;;;92;;;;;1;;;2;1;2012-03-22;2012-03-22;;;;;100;100;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Το είδος 1 - σύστημα 1 περιλαμβάνει τα Item 1 μέχρι και Item 4;;ANNOUNCED;;;;700000;EUR;;;700000;1;;;;;;;;63;;;;;;;;;;;;;;;;
2;ea81a075-d58a-4d50-b20b-ae9b44ecda05;CY;Προσφορά για προμήθεια, εγκατάσταση και συντήρηση δύο αγγειογραφικών συστημάτων. Σ.Υ. 52/11.;;SUPPLIES;OPEN;pt_open;33100000;33100000;;2012;EL;;;;;2012/05/18;;;;;;;no;no;no;;;;yes;no;no;yes;1500000;EUR;;;1500000;;;;;;92;;;;;1;;;2;1;2012-03-22;2012-03-22;;;;;100;100;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;2;Το είδος 2 - σύστημα 2 περιλαμβάνει τα Item 5 μέχρι και Item 9;;ANNOUNCED;;;;800000;EUR;;;800000;2;;;;;;;;63;;;;;;;;;;;;;;;;
3;edaeb560-ab0c-4c9c-8399-95ff69d6027f;CY;Well Bore Clean Out Equipment and Services 2012.;;SERVICES;NEGOTIATED;NEGOTIATED;76537100;76537100,76490000,43136000,43121300;;2012;EN;;;;;2012/09/26;;;;;12;360;no;no;no;;;;no;no;no;no;;;;;;;;;;;128;461;;430;;;;;1;1;2012-09-06;2012-09-06;;;;;100;0;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;UTILITIES;GAS_AND_OIL_EXTRACTION;EU_body_4a45bd51128460e57f97c132dd1eeadf837a585b53c2e82ae76ae37fc0989577;Noble Energy International Ltd;CY000;Nicosia;CY;2407;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;629b662d-ca54-4a43-9888-4865a019a35b;CY;Ανοικτός διαγωνισμός για τη σύναψη σύμβασης με σκοπό την προμήθεια και εγκατάσταση ενός ψηφιακού μαστογράφου για τις ανάγκες του Ογκολογικού Κέντρου Τράπεζας Κύπρου.;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;OPEN;33111000;33111000,33111650;;2012;EL,EN;;;;;2012/09/07;;;;;3;90;no;no;no;;;;no;no;yes;no;380000;EUR;;;380000;;;;;;213;45;45;45;;;;;1;1;2012-07-25;2012-07-25;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;UTILITIES;OTHER;EU_body_ce115834bee5d242df2528cdfcd7be6c0538d8a8c8eb0f5831372b1e5e085eb9;Ογκολογικό Κέντρο Τράπεζας Κύπρου;CY000;Λευκωσία;CY;2006;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;1;Ειδη 17-19;;ANNOUNCED;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;2;12Σ0141;;AWARDED;;;;;;;;;;;;;;;;;;1;yes;no;;7010.75;EUR;;;7010.75;1;EU_body_5cf75186af5de888305837cf3581c8125ba538943d5a7ab37202d496ab3e0921;Petropan LTD;;;CY;
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;3;Ειδη 10-16;;ANNOUNCED;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;4;12Σ0140;;AWARDED;;;;;;;;;;;;;;;;;;1;yes;no;;57077.5;EUR;;;57077.5;1;EU_body_60d0e9697c295e710d983c47f19d55a95cc9e3bec6b06b1de09ef0f8ba069dfa;Λανίτης Αριστοφάνους Λτδ;CY000;Λευκωσία;CY;2044
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;5;Ειδη 1-9;;ANNOUNCED;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
5;80501ed1-e71a-40fa-96c2-94a87f68fcae;CY;Δημόσιος διαγωνισμός προσφορών για την προμηθεια άσπρης και κόκκινης ξυλείας, σέλοτεξ και ταινίων περιθωρίων για έπιπλα.;;SUPPLIES;OPEN;pt_open;03415000;03415000,44191300,03418100;;2012;EL;;;;;2012/06/01;;;;;;;no;no;no;;;;no;no;no;yes;;;;;;;;;;;120;;;;;1;;;15;2;2012-04-13;2012-04-13;2012-10-04;2012-10-04;http://ted.europa.eu/udl?uri=TED:NOTICE:313247-2012:TEXT:EN:HTML;;100;100;100;100;100;;;0;0;0;0;38.4615;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,DEFENCE;EU_body_bf960d6b5f417dc9ed11a09f370384ffbe62d3260abbda1f9056c4c859846b13;Τμήμα Κρατικών Αγορών και Προμηθειών;CY000;Λευκωσία;CY;2025;6;12Σ0139;;AWARDED;;;;;;;;;;;;;;;;;;1;yes;no;;214329.9;EUR;;;214329.9;1;EU_body_9d30cacf6fa16983e2e988dcb1c797bd91347da675170aa30bed3f45c5090319;P.Olymbios LTD;;Λευκωσία;CY;1309
