tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;c40b0cfe-6ef6-40b3-8041-7e18ba63fa2e;CY;Προσφορά για την προμήθεια σκευασμάτων Methylphenidate 86/2014;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;33661000;33661000;;2014;EL;;;;;2014/07/11;;;;;12;360;no;no;no;;;;no;no;yes;yes;194401;EUR;;;194401;98336.14;EUR;;;98336.14;37;298;;;;1;;;5;2;2014-06-04;2014-06-04;2014-10-25;2014-10-25;http://ted.europa.eu/udl?uri=TED:NOTICE:364803-2014:TEXT:EN:HTML;100;100;0;100;100;100;;;0;100;0;0;62.5;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;1;Είδος 4;;ANNOUNCED;;;;18007.68;EUR;;;18007.68;4;;;;;;;;;;;;;;;;;;;;;;;;
1;c40b0cfe-6ef6-40b3-8041-7e18ba63fa2e;CY;Προσφορά για την προμήθεια σκευασμάτων Methylphenidate 86/2014;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;33661000;33661000;;2014;EL;;;;;2014/07/11;;;;;12;360;no;no;no;;;;no;no;yes;yes;194401;EUR;;;194401;98336.14;EUR;;;98336.14;37;298;;;;1;;;5;2;2014-06-04;2014-06-04;2014-10-25;2014-10-25;http://ted.europa.eu/udl?uri=TED:NOTICE:364803-2014:TEXT:EN:HTML;100;100;0;100;100;100;;;0;100;0;0;62.5;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;2;"Είδος 2: ""METHYLPHENIDATE SANDOZ"" 21,47 EUR /30 δισκία των 18 mg και 23,66/30 EUR δισκία των 36 mg και EUR 34,74/30 δισκία των 54 mg";;AWARDED;;;;173133.25;EUR;;;173133.25;;2;;;;;;;;1;yes;no;;98336.14;EUR;;;98336.14;1;EU_body_290bb7d75cdafad3152dac9637f33077bf7833976e96199060517e12426c8417;P.T.Hadjigeorgiou Co Ltd;;;CY;
1;c40b0cfe-6ef6-40b3-8041-7e18ba63fa2e;CY;Προσφορά για την προμήθεια σκευασμάτων Methylphenidate 86/2014;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;33661000;33661000;;2014;EL;;;;;2014/07/11;;;;;12;360;no;no;no;;;;no;no;yes;yes;194401;EUR;;;194401;98336.14;EUR;;;98336.14;37;298;;;;1;;;5;2;2014-06-04;2014-06-04;2014-10-25;2014-10-25;http://ted.europa.eu/udl?uri=TED:NOTICE:364803-2014:TEXT:EN:HTML;100;100;0;100;100;100;;;0;100;0;0;62.5;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;3;Είδος 3;;ANNOUNCED;;;;68850;EUR;;;68850;3;;;;;;;;;;;;;;;;;;;;;;;;
1;c40b0cfe-6ef6-40b3-8041-7e18ba63fa2e;CY;Προσφορά για την προμήθεια σκευασμάτων Methylphenidate 86/2014;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;33661000;33661000;;2014;EL;;;;;2014/07/11;;;;;12;360;no;no;no;;;;no;no;yes;yes;194401;EUR;;;194401;98336.14;EUR;;;98336.14;37;298;;;;1;;;5;2;2014-06-04;2014-06-04;2014-10-25;2014-10-25;http://ted.europa.eu/udl?uri=TED:NOTICE:364803-2014:TEXT:EN:HTML;100;100;0;100;100;100;;;0;100;0;0;62.5;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;4;Είδος 2;;ANNOUNCED;;;;46321.75;EUR;;;46321.75;2;;;;;;;;;;;;;;;;;;;;;;;;
1;c40b0cfe-6ef6-40b3-8041-7e18ba63fa2e;CY;Προσφορά για την προμήθεια σκευασμάτων Methylphenidate 86/2014;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;33661000;33661000;;2014;EL;;;;;2014/07/11;;;;;12;360;no;no;no;;;;no;no;yes;yes;194401;EUR;;;194401;98336.14;EUR;;;98336.14;37;298;;;;1;;;5;2;2014-06-04;2014-06-04;2014-10-25;2014-10-25;http://ted.europa.eu/udl?uri=TED:NOTICE:364803-2014:TEXT:EN:HTML;100;100;0;100;100;100;;;0;100;0;0;62.5;;;;;;;100;;;20;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;5;Είδος 1;;ANNOUNCED;;;;16360;EUR;;;16360;1;;;;;;;;;;;;;;;;;;;;;;;;
2;9e5b99c9-d227-4949-944c-981afa832797;CY;Supply of Ten (10) Tank Carriers (Tractors with Trailers).;;SUPPLIES;RESTRICTED;pt_restricted;16500000;16500000,34144000,34114000,34144750,34130000,35400000,34100000;;2014;EL,EN;;;;;2014/08/06;;;;;12;360;no;no;no;;;;no;no;no;no;6900000;EUR;;;6900000;;;;;;467;;;;;;;;1;1;2014-07-15;2014-07-15;;;;;100;0;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;NATIONAL_AUTHORITY;DEFENCE;EU_body_6c761857e392e84dd6ad76cebccf57f825b28b8cec7934baf95cbbc323ae0d5f;Ministry of Defence;;Nicosia;CY;1432;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;e4a6acc8-306d-4386-8e0e-07d6af59b965;CY;Διαμοόρφωση χώρου πρασίνου στην Οδό Βατυλής στο Τσέρι;BELOW_THE_THRESHOLD;WORKS;OPEN;pt_open;45212120;45212120,45212130;;2014;EL;;;;;2014/03/26;;;;;;;no;no;no;;;;no;no;no;no;70000;EUR;;;70000;;;;;;188;;;;;1;;;1;1;2014-03-14;2014-03-14;;;;;100;0;100;;;;;0;0;0;0;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;OTHER;EU_body_e42565102a49cca416ca69910895e938345aae1d4f13c45b1667d3b79da1305e;Δήμος Τσερίου;CY000;Λευκωσία;CY;2480;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;f949ec34-d2fe-450c-9f22-78e4d99b6f8a;CY;Διαγωνισμός με διαδικασία διαπραγμάτευσης για επέκταση (Υλοποίηση της Φάσης ΙΙ) του Γεωγραφικού Συστήματος Πληροφοριών του Τμήματος Αναπτύξεως Υδάτων – ΤΥΠ2014/017/Δ/Α.;ABOVE_THE_THRESHOLD;SERVICES;NEGOTIATED_WITHOUT_PUBLICATION;f03_pt_negotiated_without_competition;72200000;72200000;;2014;;;;;;;;;;;;;no;no;no;;;;yes;no;no;;;;;;;253713;EUR;;;253713;104;;;;;1;;1;1;1;;;2015-10-13;2015-10-13;http://ted.europa.eu/udl?uri=TED:NOTICE:359803-2015:TEXT:EN:HTML;0;0;100;50;100;100;;;0;0;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_2f435c35d42197748adcac74b06f6501eb24b69f364a60aa669f058e31ff6a9d;Τμήμα Υπηρεσιών Πληροφορικής;CY;Λευκωσία;CY;1446;1;Για την επέκταση (υλοποίηση της φάσης ΙΙ) του Γεωγραφικού Συστήματος Πληροφοριών του Τμήματος Αναπτύξεως Υδάτων;;AWARDED;;;;279000;EUR;;;279000;;1;;;0;;;;;1;yes;no;;253713;EUR;;;253713;1;EU_body_42b371f4e0dfbd693b03e239bfc39265a6fc97eb3ae4af6738c48ed0b2a867c2;Hydro-Comp Enterprises Ltd;CY000;Λευκωσία;CY;2049
5;0c789994-bcf4-4688-89cc-d41ee5f628cf;CY;Προσφορά για την προμήθεια Simponi με διαδικασία διαπραγμάτευσης χωρίς προκήρυξη διαγωνισμού (ΔΔΧΠΔ.ΣΠΥΥ 132/2014);ABOVE_THE_THRESHOLD;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;f03_pt_negotiated_without_competition;33652300;33652300;;2014;;;;;;;;;;;;;no;no;no;;;;no;no;yes;;;;;;;448693.44;EUR;;;448693.44;76;;;;;1;;;1;1;;;2014-11-18;2014-11-18;http://ted.europa.eu/udl?uri=TED:NOTICE:392207-2014:TEXT:EN:HTML;0;0;100;50;100;100;;;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_8ba2f2b18bc1a5ba3abdf1295c2ce8df1500515bf943a9e3d40a4fe4c2a84754;Φαρμακευτικές Υπηρεσίες;CY000;Λευκωσία;CY;2033;1;"Είδος 1: 480 προγ.πέννες Golimumab 50 mg solution for injection ""SIMPONI"" 719,06 EUR /προγ.πέννα";;AWARDED;;;;473136;EUR;;;473136;;1;;;;;;;;1;yes;no;;448693.44;EUR;;;448693.44;1;EU_body_92c6b86d1be3a63e89a4583b3a84f7664b823b2f4b5926ddc42489e1407f063a;M.S.Jacovides and Co Ltd;CY;Nicosia;CY;1055
6;77871998-4b5d-4910-958c-1d2e9a9f368b;CY;ΤΑΥ 4/2014 - κατασκευή αποχετευτικού δικτύου στην παραλιακή περιοχή δήμου Σωτήρας και συμπληρωματικές εργασίες στην κοινότητα Φρενάρους.;BELOW_THE_THRESHOLD;WORKS;OPEN;pt_open;45232420;45232420;;2014;;;;;;;;;;;;;yes;no;no;;;;no;no;yes;;;;;;;2519000;EUR;;;2519000;123;;;;;1;;;1;1;;;2015-01-24;2015-01-24;http://ted.europa.eu/udl?uri=TED:NOTICE:026081-2015:TEXT:EN:HTML;100;0;100;100;100;100;;;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_caa39d85effa8a257c5b5cb3065e630e5fc41a196b065eede5a37d49afb3adbb;Τμήμα Αναπτύξεως Υδάτων;CY000;Λευκωσία;CY;1047;1;Κατασκευή αποχετευτικού δικτύου στην παραλιακή περιοχή δήμου Σωτήρας και συμπληρωματικές εργασίες στην κοινότητα Φρενάρους.;;AWARDED;;;;3725000;EUR;;;3725000;;10;;;0;;;;;1;yes;no;;2519000;EUR;;;2519000;1;EU_body_bc9d041522765a230675ddee7af0856ef77febfedda8da586989487da70ac256;General Constructions Co. Ltd.;CY000;Λευκωσία;CY;1040
