tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;c55b70dc-d3d6-4a6a-a23b-ea58a5c19c49;CY;Αρ. Διαγ. 18.077.Π.ΗΜΥ — Προμήθεια μονάδων αδιάλειπτης παροχής ενέργειας, στο Γενικό Νοσοκομείο Λεμεσού.;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;31200000;31200000;;2018;EL;;;;;2018/08/31;;;;;;;;no;no;;no;no;;no;no;no;188000;EUR;;;188000;;;;;;104;;;;1;1;;;1;1;2018-07-12;2018-07-12;;;;;100;100;100;;;;0;0;0;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_a258ec02fdde4026507e51730a9cdb3c761c41f345645703453d3660db258d45;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;CY;Λευκωσία;CY;1426;1;;;ANNOUNCED;;;;188000;EUR;;;188000;;;;;;;;;104;;;;;;;;;;;;;;;;
2;fb674d4e-c7c8-4a27-8b8a-3818832ae3d0;CY;Tender for the Acquisition of an Integrated Municipality System;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;72212100;48000000,72212100;;2018;EN;;;;;2018/12/07;;;;;;;;no;no;;no;no;;no;yes;no;5960000;EUR;;;5960000;4683159;EUR;;;4683159;544;;;;1;;12;;1;6;2018-10-10;2018-10-10;2020-12-24;2020-12-24;http://ted.europa.eu/udl?uri=TED:NOTICE:631442-2020:TEXT:EN:HTML;100;100;100;100;100;100;;0;0;100;0;100;90.9091;;;;;;;100;;;100;;;0;100;100;100;50;100;100;100;1;REGIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_20b41deffb22be2bda62fcd278320520881698e347a861e6eb9f144877260dc5;Union of Cyprus Municipalities;;Nicosia;CY;1516;1;Contract;;AWARDED;;;yes;5960000;EUR;;;5960000;;2;;2;2;0;0;;544;1;yes;no;no;4683159;EUR;;;4683159;1;EU_body_1a015738b12c4121d65a779223d42ba4addac69d3f82fe5028159a7f704afecf;Hellenic Technical Enterprises Ltd;CY;Nicosia;CY;1077
3;d2c5e8f6-378f-4fdc-a230-4d1ee7ff9130;CY;Προσφορά για την προμήθεια δισκίων Felodipine 2.5mg και Felodipine 5mg, με διαδικασία διαπραγμάτευσης χωρίς προκήρυξη διαγωνισμού (ΔΔΧΠΔ.ΣΠΥΥ 52/2018).;;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;33622000;33622000;;2018;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;670803.31;EUR;;;670803.31;53;;;;;1;;;1;1;;;2018-06-23;2018-06-23;http://ted.europa.eu/udl?uri=TED:NOTICE:270526-2018:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Είδος 1: Felodipine 2,5mg «Plendil» @ 2,73 EUR/28 δισκία και Felodipine 5mg «Plendil» @ 2,52 EUR/28 δισκία.;;AWARDED;;;yes;;;;;;;1;;;;;;;53;1;yes;no;no;670803.31;EUR;;;670803.31;1;EU_body_d0b51e16f855aa2d1791fadf4d418fa8f03d465560d837b3a7958ebca8ea03e5;Αλέκτωρ Φαρμακευτική Λτδ;CY;Λατσιά;CY;2234
4;249d77cf-ba00-4dd1-adce-30f6fde63196;CY;Προσφορά για την προμήθεια αντιρετροϊκών φαρμάκων — Αρ. διαγ. 131/2018.;;SUPPLIES;OPEN;pt_open;33651400;33651400;;2018;EL;;;;;2018/10/04;;;;;;;;no;no;;no;no;;no;yes;yes;957039;EUR;;;957039;;;;;;33;45;;;1;1;;;4;1;2018-08-24;2018-08-24;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Είδος 1.;;ANNOUNCED;;;;130416;EUR;;;130416;1;;;;;;;;33;;;;;;;;;;;;;;;;
4;249d77cf-ba00-4dd1-adce-30f6fde63196;CY;Προσφορά για την προμήθεια αντιρετροϊκών φαρμάκων — Αρ. διαγ. 131/2018.;;SUPPLIES;OPEN;pt_open;33651400;33651400;;2018;EL;;;;;2018/10/04;;;;;;;;no;no;;no;no;;no;yes;yes;957039;EUR;;;957039;;;;;;33;45;;;1;1;;;4;1;2018-08-24;2018-08-24;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;2;Είδος 2.;;ANNOUNCED;;;;202635;EUR;;;202635;2;;;;;;;;33;;;;;;;;;;;;;;;;
4;249d77cf-ba00-4dd1-adce-30f6fde63196;CY;Προσφορά για την προμήθεια αντιρετροϊκών φαρμάκων — Αρ. διαγ. 131/2018.;;SUPPLIES;OPEN;pt_open;33651400;33651400;;2018;EL;;;;;2018/10/04;;;;;;;;no;no;;no;no;;no;yes;yes;957039;EUR;;;957039;;;;;;33;45;;;1;1;;;4;1;2018-08-24;2018-08-24;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;3;Είδος 3.;;ANNOUNCED;;;;493572;EUR;;;493572;3;;;;;;;;33;;;;;;;;;;;;;;;;
4;249d77cf-ba00-4dd1-adce-30f6fde63196;CY;Προσφορά για την προμήθεια αντιρετροϊκών φαρμάκων — Αρ. διαγ. 131/2018.;;SUPPLIES;OPEN;pt_open;33651400;33651400;;2018;EL;;;;;2018/10/04;;;;;;;;no;no;;no;no;;no;yes;yes;957039;EUR;;;957039;;;;;;33;45;;;1;1;;;4;1;2018-08-24;2018-08-24;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;4;Είδος 4.;;ANNOUNCED;;;;130416;EUR;;;130416;4;;;;;;;;33;;;;;;;;;;;;;;;;
5;a99a1ff1-2a80-4a31-b956-501b7deb2700;CY;Προσφορά για την προμήθεια «Kineret», με διαδικασία διαπραγμάτευσης χωρίς δημοσίευση προκήρυξης διαγωνισμού (ΔΔΧΔΠΔ.ΣΠΥΥ 44/2018).;;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;33652300;33652300;;2018;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;175500;EUR;;;175500;20;;;;;1;;;1;1;;;2018-06-02;2018-06-02;http://ted.europa.eu/udl?uri=TED:NOTICE:237375-2018:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Είδος 1: 5.040 προγεμισμένες σύριγγες, για υποδόρια χορήγηση σε κουτιά των 28 Anakinra 100mg solution for injection «Kineret» @ 750,00 EUR /28 προγ. σύριγγες.;;AWARDED;;;yes;;;;;;;1;;;;;;;20;1;yes;no;no;175500;EUR;;;175500;1;EU_body_3d85db36db061d3539ecdc66488482fc16ccb3185cb2120871ae4fdf2cef2b64;Άκης Παναγιώτου και Υιός Λτδ;;Λευκωσία;CY;1522
6;2c72a9b7-998f-4ae9-a69b-3e44454215e6;CY;Αξιολόγηση κινδύνου.;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;73000000;73000000;;2018;CY,EN;;;;;2018/03/23;;;;;;;;no;no;;no;no;;no;no;no;172000;EUR;;;172000;;;;;;201;;;;1;;;;1;1;2018-02-17;2018-02-17;;;;;100;0;100;;;;0;0;0;0;100;;;;;;;;;;;0;;;;100;50;100;50;;100;;1;NATIONAL_AUTHORITY;OTHER;EU_body_a834c6d898acae875486c57d4af1aae647856ad707d3fd40118c7ed6aee2fc4d;Πολιτική Άμυνα;CY000;Λευκωσία;CY;2314;1;;;ANNOUNCED;;;;172;EUR;;;172;;;;;;;;;201;;;;;;;;;;;;;;;;
7;a8eb59bd-4767-4b0b-8412-053d46d5ea9d;CY;Προσφορά για την προμήθεια Palbociclib και Ribociclib — αρ. διαγ. Φ.Υ.Υ. 133/2018.;;SUPPLIES;OPEN;pt_open;33652100;33652100;;2018;CY;;;;;2018/09/27;;;;;;;;no;no;;yes;no;;no;yes;yes;8626702;EUR;;;8626702;5947334.4;EUR;;;5947334.4;37;169;;;1;1;;;3;2;2018-08-25;2018-08-25;2018-11-23;2018-11-23;http://ted.europa.eu/udl?uri=TED:NOTICE:516903-2018:TEXT:EN:HTML;33.3333;100;0;100;0;100;;100;0;100;0;0;92.8571;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Είδος 3: «Kisqali» 1 768,21 EUR/63 δισκία.;;AWARDED;;;yes;806301;EUR;;;806301;3;1;;;;;;;37;1;yes;no;no;424370.4;EUR;;;424370.4;1;EU_body_6755d37c1df984a8fca009446b0fcb3790a087499f85c5146dbcc6b445b37d3e;Δημητριάδης και Παπαέλληνας Λτδ;CY000;Λευκωσία;CY;2235
