tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;a7e6cedb-3adc-43b8-aa7c-3a2e97886099;CY;ΤΥΠ2022/008/Α/Α - ΑΝΟΙΚΤΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΓΙΑ ΤΗΝ ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΚΕΝΤΡΟΥ ΕΠΙΚΟΙΝΩΝΙΑΣ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΤΟΥ ΥΠΟΥΡΓΕΙΟΥ ΕΡΓΑΣΙΑΣ, ΠΡΟΝΟΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΑΣΦΑΛΙΣΕΩΝ;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;79512000;79512000;;2022;EL;;;;;2022/02/28;;;;;;;;no;no;;no;no;;no;yes;no;3023000;EUR;;;3023000;;;;;;113;;;;1;1;;;1;1;2022-01-26;2022-01-26;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_2f435c35d42197748adcac74b06f6501eb24b69f364a60aa669f058e31ff6a9d;Τμήμα Υπηρεσιών Πληροφορικής;CY;Λευκωσία;CY;1446;1;;;ANNOUNCED;;;;3023000;EUR;;;3023000;;;;;;;;;113;;;;;;;;;;;;;;;;
2;574047b8-93e3-4e6f-8490-ceb78f19acba;CY;"Προσφορά για την προμήθεια ""Nucala"" με Διαδικασία Διαπραγμάτευσης χωρίς δημοσίευση προκήρυξης διαγωνισμού ΔΔΧΔΠΔ.ΣΠΥΥ 7/2022-ΥΥ";;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;33670000;33670000;;2022;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;1926360;EUR;;;1926360;110;;;;;1;;;1;1;;;2022-05-02;2022-05-02;https://ted.europa.eu/udl?uri=TED:NOTICE:229452-2022:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;"Είδος 1:""NUCALA"" 100mg/ml προγεμισμένη συσκευή τύπου πένας";;AWARDED;;;yes;;;;;;;1;;1;1;0;0;;110;1;yes;no;no;1926360;EUR;;;1926360;1;EU_body_1728ac11be7a29355fe7d17c7370de1bb4dee9524a727e7d79ccdfff1728706a;Καπακιώτης και Παπαέλληνας Λίμιτεδ;CY;ΛΑΤΣΙΑ;CY;2234
3;d02c6587-20dc-4981-8a52-30d332f11237;CY;Διαγωνισμός αρ. 21.085.ΣΣ.ΗΜΥ - Συντήρηση τριών συστημάτων Liquid και Gas chromatography κατασκευής Agilent του Γενικού Χημείου του Κράτους;ABOVE_THE_THRESHOLD;SERVICES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;50400000;50400000;;2022;;;;;;;;;;;;;;no;no;;no;no;;no;no;no;;;;;;160530;EUR;;;160530;139;;;;;1;;;1;1;;;2022-04-08;2022-04-08;https://ted.europa.eu/udl?uri=TED:NOTICE:186146-2022:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;0;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_defa36c9dc6f9659ef7c8952e545b479559a723df8bc2ff5425662526b91dafe;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;CY;Λευκωσία;CY;1426;1;Contract;;AWARDED;;;yes;;;;;;;1;;0;0;0;0;;139;1;yes;no;no;160530;EUR;;;160530;1;EU_body_982758f720a0b046a55a10a715d8ead6a03609a18f54227d66f408ba3cd49999;MilliQuest Ltd;CY;Λευκωσία;CY;1086
4;db72da3b-edbd-4a65-b241-593f35b09103;CY;Προμήθεια και συντήρηση δύο αυτοκινούμενων σαρώθρων με κάδο ωφέλιμου όγκου 4 – 5 κμ;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;34144430;34144430;;2022;EL;;;;;2022/09/19;;;;;;;;no;no;;no;no;;no;yes;no;360000;EUR;;;360000;;;;;;83;;;;1;1;;;1;1;2022-08-12;2022-08-12;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;REGIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_d054c054b5111e91183adb3e9ca03afdf0bc43a982133a5c9ceaef895484ab52;Δήμος Πάφου;CY;Πάφος;CY;8010;1;;;ANNOUNCED;;;;360000;EUR;;;360000;;;;;;;;;83;;;;;;;;;;;;;;;;
5;af594a67-b32b-4729-b3fc-2bd0ab0ed06e;CY;ΤΥΠ2021/053/Δ/Α-Διαγωνισμός με τη Διαδικασία Διαπραγμάτευσης για εξασφάλιση Υπηρεσιών για τις ανάγκες του Ολοκληρωμένου Συστήματος του Υπουργείου Εργασίας, Πρόνοιας και Κοινωνικών Ασφαλίσεων (ΥΕΠΚΑ);ABOVE_THE_THRESHOLD;SERVICES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;72000000;72000000;;2022;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;7740772.1;EUR;;;7740772.1;150;;;;;1;;;1;2;;;2022-05-31;2022-05-31;https://ted.europa.eu/udl?uri=TED:NOTICE:291797-2022:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_2f435c35d42197748adcac74b06f6501eb24b69f364a60aa669f058e31ff6a9d;Τμήμα Υπηρεσιών Πληροφορικής;CY;Λευκωσία;CY;1446;1;Contract;;AWARDED;;;yes;7061115.36;EUR;;;7061115.36;;1;;1;1;0;0;;150;1;yes;no;no;7740772.1;EUR;;;7740772.1;1;EU_body_397445582076c64e09ca21bb3f8a65a600b07b51d08e565880318adb5887ea5e;NetU Consultants Ltd;CY;Nicosia;CY;2082
6;bb2e5e96-95ef-42cb-84b2-68259f0fc7db;CY;Διαγωνισμός για την Προμήθεια Εξυπηρετητών (Servers), Συστήματος Κεντρικής Αποθήκευσης Αρχείων Τύπου (NAS), Άδειες Χρήσης Λογισμικού Microsoft Exchange και Εγκατάσταση Εξοπλισμού;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;48800000;48800000;;2022;EL,EN;;;;;2022/04/04;;;;;;;;no;no;;no;no;;no;no;no;270000;EUR;;;270000;179500;EUR;;;179500;365;;;;1;1;;;1;2;2022-03-23;2022-03-23;2022-06-20;2022-06-20;https://ted.europa.eu/udl?uri=TED:NOTICE:330098-2022:TEXT:EN:HTML;100;100;0;100;0;100;;0;0;0;0;100;91.6667;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;PUBLIC_BODY;OTHER;EU_body_35744b44a8bff8fe10ec43f21a118ea3365feafb4791f9f3ebae73f69e8f7946;Αρχή Ψηφιακής Ασφάλειας;CY;Λευκωσία;CY;1101;1;Contract;;AWARDED;;;yes;270000;EUR;;;270000;;5;;0;5;0;1;;365;1;yes;no;no;179500;EUR;;;179500;1;EU_body_f296b00586158a3019b32ffd6cf6fad20dd8b21106a0c10d7df7f8471c556151;COSMOS BUSINESS SYSTEMS A.Ε.B.E.;EL;ΑΘΗΝΑ;GR;14452
7;69a055c4-c7d7-4471-b865-23f53f684c02;CY;Ε.Δ.ΛΑΡ 009/2022 «Προσφορά για ασφαλτικού σκυροδέματος 0-20MM, 0-14MM στην Επαρχία Λάρνακας»;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;44113000;44113000;;2022;EN;;;;;2022/03/04;;;;;;;;no;no;;no;no;;no;yes;no;190500;EUR;;;190500;;;;;;181;;;;1;1;;;1;1;2022-01-31;2022-01-31;;;;;100;0;100;;;;0;0;100;0;100;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,ENVIRONMENT;EU_body_cbc891c03ad3c57e8cc476ed89b04c820129fb16e523a85c250bf7b73f11355f;Επαρχιακή Διοίκηση Λάρνακας;CY;Λάρνακα;CY;6301;1;;;ANNOUNCED;;;;190500;EUR;;;190500;;;;;;;;;181;;;;;;;;;;;;;;;;
8;a9bbc645-edc6-425d-ac6d-12c5ff7a456c;CY;Διαγωνισμός αρ. 22.003.ΕΠ.ΗΜΥ για την προμήθεια και συντήρηση 22 οχημάτων 4Χ4 παντός εδάφους;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;34113000;34113000;;2022;EL;;;;;2022/02/25;;;;;;;;no;no;;no;no;;no;yes;yes;720400;EUR;;;720400;764277.48;EUR;;;764277.48;110;;;;1;1;;;2;2;2022-01-26;2022-01-26;2022-04-26;2022-04-26;https://ted.europa.eu/udl?uri=TED:NOTICE:217809-2022:TEXT:EN:HTML;0;100;0;100;50;100;;0;0;100;0;0;84.6154;;;;;;;100;;;50;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_defa36c9dc6f9659ef7c8952e545b479559a723df8bc2ff5425662526b91dafe;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;CY;Λευκωσία;CY;1426;1;ΕΙΔΟΣ Β: Προμήθεια και συντήρηση 1 οχήματος 4Χ4 παντός εδάφους;;CANCELLED;;2022/04/26;no;720400;EUR;;;720400;2;;;;;;;;110;;;;;;;;;;;;;;;;
8;a9bbc645-edc6-425d-ac6d-12c5ff7a456c;CY;Διαγωνισμός αρ. 22.003.ΕΠ.ΗΜΥ για την προμήθεια και συντήρηση 22 οχημάτων 4Χ4 παντός εδάφους;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;34113000;34113000;;2022;EL;;;;;2022/02/25;;;;;;;;no;no;;no;no;;no;yes;yes;720400;EUR;;;720400;764277.48;EUR;;;764277.48;110;;;;1;1;;;2;2;2022-01-26;2022-01-26;2022-04-26;2022-04-26;https://ted.europa.eu/udl?uri=TED:NOTICE:217809-2022:TEXT:EN:HTML;0;100;0;100;50;100;;0;0;100;0;0;84.6154;;;;;;;100;;;50;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_defa36c9dc6f9659ef7c8952e545b479559a723df8bc2ff5425662526b91dafe;Τμήμα Ηλεκτρομηχανολογικών Υπηρεσιών;CY;Λευκωσία;CY;1426;2;ΕΙΔΟΣ Α: Προμήθεια και συντήρηση 21 οχημάτων 4Χ4 παντός εδάφους;;AWARDED;;;yes;720400;EUR;;;720400;1;1;;0;1;0;0;;110;1;yes;no;no;764277.48;EUR;;;764277.48;1;EU_body_7cee4ca586c1e0259ca942987b3c1cb40abdb09a16862880d588f1fe85e6c921;ΔΙΚΡΑΝ ΟΥΖΟΥΝΙΑΝ ΣΙΑ ΛΤΔ;CY;Nicosia;CY;
9;5bbb42af-6ba8-472e-81cb-58c23fa25848;CY;Διαγωνισμός για Παροχή Υπηρεσιών Αδειών Χρήσης και Συντήρησης Microsoft Enterprise Agreement;BELOW_THE_THRESHOLD;SERVICES;OPEN;pt_open;72000000;72000000;;2022;EL;;;;;2022/02/28;;;;;;;;no;no;;no;no;;no;yes;no;315000;EUR;;;315000;;;;;;114;;;;1;1;;;1;1;2022-02-02;2022-02-02;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;PUBLIC_BODY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_cfd9c0eff2863951d1442143dbbf5b882c0124a975559f03d972fd164d9df485;Κυπριακός Οργανισμός Αγροτικών Πληρωμών;CY;Λευκωσία;CY;2000;1;;;ANNOUNCED;;;;315000;EUR;;;315000;;;;;;;;;114;;;;;;;;;;;;;;;;
