tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;d3f00798-3934-43bd-83e6-142e7bbe1108;CY;Προσφορά για την προμήθεια φαρμάκων κατά των λοιμώξεων, συστηματικής χρήσης — Αρ. διαγ. 33/2020.;;SUPPLIES;OPEN;pt_open;33651000;33651000;;2020;EL;;;;;2020/06/18;;;;;;;;no;no;;no;no;;no;yes;yes;511770;EUR;;;511770;494269.6;EUR;;;494269.6;59;45;;;1;1;;;5;2;2020-05-18;2020-05-18;2020-09-21;2020-09-21;http://ted.europa.eu/udl?uri=TED:NOTICE:441740-2020:TEXT:EN:HTML;50;100;0;100;100;100;;0;0;100;0;0;93.75;;;;;;;100;;;80;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Είδος 5: «Metronidazole Vioser» @ 0,53 EUR/περιέκτης.;;AWARDED;;;yes;83200;EUR;;;83200;5;3;;3;3;0;0;;59;1;yes;no;no;84800;EUR;;;84800;1;EU_body_dafdaed7386d0f9f90ad935184c46c59335d30bea4f47036d41e165b60005a02;Multi-Pharm Co. Ltd.;;Λεμεσός;CY;
1;d3f00798-3934-43bd-83e6-142e7bbe1108;CY;Προσφορά για την προμήθεια φαρμάκων κατά των λοιμώξεων, συστηματικής χρήσης — Αρ. διαγ. 33/2020.;;SUPPLIES;OPEN;pt_open;33651000;33651000;;2020;EL;;;;;2020/06/18;;;;;;;;no;no;;no;no;;no;yes;yes;511770;EUR;;;511770;494269.6;EUR;;;494269.6;59;45;;;1;1;;;5;2;2020-05-18;2020-05-18;2020-09-21;2020-09-21;http://ted.europa.eu/udl?uri=TED:NOTICE:441740-2020:TEXT:EN:HTML;50;100;0;100;100;100;;0;0;100;0;0;93.75;;;;;;;100;;;80;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;2;Είδος 4: «Imipenem + Cilastina Venus Pharma» @ 15,35 EUR/5 φιαλίδια.;;AWARDED;;;yes;338580;EUR;;;338580;4;2;;2;2;0;0;;59;1;yes;no;no;337700;EUR;;;337700;1;EU_body_32392df89a4201f75b5ad217e43f9652a3d0a6e19ef53dcc35920d279ac139b1;Medilink Pharmaceuticals Ltd.;CY;Λευκωσία;CY;2003
1;d3f00798-3934-43bd-83e6-142e7bbe1108;CY;Προσφορά για την προμήθεια φαρμάκων κατά των λοιμώξεων, συστηματικής χρήσης — Αρ. διαγ. 33/2020.;;SUPPLIES;OPEN;pt_open;33651000;33651000;;2020;EL;;;;;2020/06/18;;;;;;;;no;no;;no;no;;no;yes;yes;511770;EUR;;;511770;494269.6;EUR;;;494269.6;59;45;;;1;1;;;5;2;2020-05-18;2020-05-18;2020-09-21;2020-09-21;http://ted.europa.eu/udl?uri=TED:NOTICE:441740-2020:TEXT:EN:HTML;50;100;0;100;100;100;;0;0;100;0;0;93.75;;;;;;;100;;;80;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;3;Είδος 3: «Ganciclovir» @ 147,79 EUR/5 φιαλίδια.;;AWARDED;;;yes;34142.4;EUR;;;34142.4;3;1;;1;1;0;0;;59;1;yes;no;no;35469.6;EUR;;;35469.6;1;EU_body_706105037e415d5fc2da72d31059d60e80d2fcd1cde1fa2c6c36e2b9c87302de;M.A. Pharmaceuticals Trading Ltd.;CY;Λεμεσός;CY;3105
1;d3f00798-3934-43bd-83e6-142e7bbe1108;CY;Προσφορά για την προμήθεια φαρμάκων κατά των λοιμώξεων, συστηματικής χρήσης — Αρ. διαγ. 33/2020.;;SUPPLIES;OPEN;pt_open;33651000;33651000;;2020;EL;;;;;2020/06/18;;;;;;;;no;no;;no;no;;no;yes;yes;511770;EUR;;;511770;494269.6;EUR;;;494269.6;59;45;;;1;1;;;5;2;2020-05-18;2020-05-18;2020-09-21;2020-09-21;http://ted.europa.eu/udl?uri=TED:NOTICE:441740-2020:TEXT:EN:HTML;50;100;0;100;100;100;;0;0;100;0;0;93.75;;;;;;;100;;;80;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;4;Είδος 2: Ακυρώνεται.;;CANCELLED;;2020/09/21;no;22968;EUR;;;22968;2;;;;;;;;59;;;;;;;;;;;;;;;;
1;d3f00798-3934-43bd-83e6-142e7bbe1108;CY;Προσφορά για την προμήθεια φαρμάκων κατά των λοιμώξεων, συστηματικής χρήσης — Αρ. διαγ. 33/2020.;;SUPPLIES;OPEN;pt_open;33651000;33651000;;2020;EL;;;;;2020/06/18;;;;;;;;no;no;;no;no;;no;yes;yes;511770;EUR;;;511770;494269.6;EUR;;;494269.6;59;45;;;1;1;;;5;2;2020-05-18;2020-05-18;2020-09-21;2020-09-21;http://ted.europa.eu/udl?uri=TED:NOTICE:441740-2020:TEXT:EN:HTML;50;100;0;100;100;100;;0;0;100;0;0;93.75;;;;;;;100;;;80;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;5;Είδος 1: «Monoclox» @ 6,05 EUR/10 φιαλίδια.;;AWARDED;;;yes;32880;EUR;;;32880;1;1;;1;1;0;0;;59;1;yes;no;no;36300;EUR;;;36300;1;EU_body_fb8341c3dd91969fbe4be751081568033eea161fc042cc2183deecd5d31a7300;Medochemie Ltd.;CY;Λεμεσός;CY;3011
2;122bd37a-b1a6-4fc0-a73e-a1d1490d87cd;CY;Επείγουσα αγορά ολόσωμων φορμών κατηγορίας cover all και στυλεών λήψης δείγματος.;;SUPPLIES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;33140000;33140000;;2020;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;528225;EUR;;;528225;81;;;;;1;;;1;1;;;2020-05-27;2020-05-27;http://ted.europa.eu/udl?uri=TED:NOTICE:245855-2020:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;HEALTH,OTHER,DEFENCE,GENERAL_PUBLIC_SERVICES;EU_body_931bab9832273e854c45494ee6abba777c09322939f275df6d057d171199584c;Υπουργείο Υγείας;CY;Λευκωσία;CY;1448;1;Contract.;;AWARDED;;;yes;;;;;;;1;;0;1;0;0;;81;1;yes;no;no;528225;EUR;;;528225;1;EU_body_d6d6b128539b175e3f4ee872af8abb8345a28329916b34b6b595683de0afdddc;Lardas Trading Limited;CY000;Λευκωσία;CY;1066
3;95f99514-2d97-46b4-be07-2f863156b108;CY;Παροχή υπηρεσιών δωρεάν μετακίνησης των εθνοφρουρών και συμβασιούχων οπλιτών της Ε.Φ., και οπλιτών της ΕΛ.ΔΥ.Κ., για 24 μήνες.;;SERVICES;OPEN;pt_open;60130000;60130000;;2020;CY,HE;;;;;2020/03/31;;;;;;;;no;no;;no;no;;no;yes;no;6722700;EUR;;;6722700;;;;;;296;120;;;1;1;;;1;1;2020-02-24;2020-02-24;;;;;100;0;100;;;;0;0;100;0;0;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;DEFENCE;EU_body_9d741be1302f31af1759ca779ffd22fca8e595631ecf2875a27a9f9339c0b28d;Υπουργείο Άμυνας;CY000;Λευκωσία;CY;2048;1;;;ANNOUNCED;;;;6722700;EUR;;;6722700;;;;;;;;;296;;;;;;;;;;;;;;;;
4;e7074120-aa4c-46db-ae3b-f32256d220c7;CY;Προσφορά για παροχή υπηρεσιών, για συντήρηση / καλλιεργητικές φροντίδες φυτικού υλικού, αρδευτικού δικτύου, εξοπλισμού, καθαριότητα, αντικαταστάσεις και άλλες εργασίες, σε χώρους πρασίνου (30/2020).;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;77313000;77313000;;2020;EL;;;;;2020/06/29;;;;;;;;no;no;;no;no;;no;yes;yes;2010000;EUR;;;2010000;1875872;EUR;;;1875872;188;;;;1;1;;;4;2;2020-05-18;2020-05-18;2020-09-09;2020-09-09;http://ted.europa.eu/udl?uri=TED:NOTICE:423155-2020:TEXT:EN:HTML;100;100;0;100;25;100;;0;0;100;0;0;93.3333;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;REGIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_1505f23b355678d21d3984d4d560dbbc17427debf784b9e86db9b8c55999833c;Δήμος Λεμεσού;CY;Λεμεσός;CY;3600;1;Ενότητα Δ.;;AWARDED;;;yes;620000;EUR;;;620000;4;2;;2;2;0;0;;188;1;yes;no;no;579840;EUR;;;579840;1;EU_body_1125b50489c01614cb6b1b0582d651d6d1bbb36c082f636ec2000d4f8187fc8c;Theophilides Gardens Ltd.;CY000;Λεμεσός;CY;3115
4;e7074120-aa4c-46db-ae3b-f32256d220c7;CY;Προσφορά για παροχή υπηρεσιών, για συντήρηση / καλλιεργητικές φροντίδες φυτικού υλικού, αρδευτικού δικτύου, εξοπλισμού, καθαριότητα, αντικαταστάσεις και άλλες εργασίες, σε χώρους πρασίνου (30/2020).;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;77313000;77313000;;2020;EL;;;;;2020/06/29;;;;;;;;no;no;;no;no;;no;yes;yes;2010000;EUR;;;2010000;1875872;EUR;;;1875872;188;;;;1;1;;;4;2;2020-05-18;2020-05-18;2020-09-09;2020-09-09;http://ted.europa.eu/udl?uri=TED:NOTICE:423155-2020:TEXT:EN:HTML;100;100;0;100;25;100;;0;0;100;0;0;93.3333;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;REGIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_1505f23b355678d21d3984d4d560dbbc17427debf784b9e86db9b8c55999833c;Δήμος Λεμεσού;CY;Λεμεσός;CY;3600;2;Ενότητα Γ.;;AWARDED;;;yes;590000;EUR;;;590000;3;2;;2;2;0;0;;188;1;yes;no;no;528175;EUR;;;528175;1;EU_body_1125b50489c01614cb6b1b0582d651d6d1bbb36c082f636ec2000d4f8187fc8c;Theophilides Gardens Ltd.;CY000;Λεμεσός;CY;3115
4;e7074120-aa4c-46db-ae3b-f32256d220c7;CY;Προσφορά για παροχή υπηρεσιών, για συντήρηση / καλλιεργητικές φροντίδες φυτικού υλικού, αρδευτικού δικτύου, εξοπλισμού, καθαριότητα, αντικαταστάσεις και άλλες εργασίες, σε χώρους πρασίνου (30/2020).;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;77313000;77313000;;2020;EL;;;;;2020/06/29;;;;;;;;no;no;;no;no;;no;yes;yes;2010000;EUR;;;2010000;1875872;EUR;;;1875872;188;;;;1;1;;;4;2;2020-05-18;2020-05-18;2020-09-09;2020-09-09;http://ted.europa.eu/udl?uri=TED:NOTICE:423155-2020:TEXT:EN:HTML;100;100;0;100;25;100;;0;0;100;0;0;93.3333;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;REGIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_1505f23b355678d21d3984d4d560dbbc17427debf784b9e86db9b8c55999833c;Δήμος Λεμεσού;CY;Λεμεσός;CY;3600;3;Ενότητα Β.;;AWARDED;;;yes;440000;EUR;;;440000;2;2;;2;2;0;0;;188;1;yes;no;no;430382;EUR;;;430382;1;EU_body_1125b50489c01614cb6b1b0582d651d6d1bbb36c082f636ec2000d4f8187fc8c;Theophilides Gardens Ltd.;CY000;Λεμεσός;CY;3115
