tender_id,tender_country,tender_title,tender_size,tender_supplyType,tender_procedureType,tender_nationalProcedureType,tender_mainCpv,tender_cpvs,tender_addressOfImplementation_nuts,tender_year,tender_eligibleBidLanguages,tender_npwp_reasons,tender_awardDeadline,tender_contractSignatureDate,tender_awardDecisionDate,tender_bidDeadline,tender_cancellationDate,tender_estimatedStartDate,tender_estimatedCompletionDate,tender_estimatedDurationInYears,tender_estimatedDurationInMonths,tender_estimatedDurationInDays,tender_isEUFunded,tender_isDps,tender_isElectronicAuction,tender_isAwarded,tender_isCentralProcurement,tender_isJointProcurement,tender_isOnBehalfOf,tender_isFrameworkAgreement,tender_isCoveredByGpa,tender_hasLots,tender_estimatedPrice,tender_estimatedPrice_currency,tender_estimatedPrice_minNetAmount,tender_estimatedPrice_maxNetAmount,tender_estimatedPrice_EUR,tender_finalPrice,tender_finalPrice_currency,tender_finalPrice_minNetAmount,tender_finalPrice_maxNetAmount,tender_finalPrice_EUR,tender_description_length,tender_personalRequirements_length,tender_economicRequirements_length,tender_technicalRequirements_length,tender_documents_count,tender_awardCriteria_count,tender_corrections_count,tender_onBehalfOf_count,tender_lots_count,tender_publications_count,tender_publications_firstCallForTenderDate,tender_publications_lastCallForTenderDate,tender_publications_firstdContractAwardDate,tender_publications_lastContractAwardDate,tender_publications_lastContractAwardUrl,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_TAX_HAVEN,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT,tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION,tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA,tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT,tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE,tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES,tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS,tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING,tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING,tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING,tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING,tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING,tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING,tender_indicator_TRANSPARENCY_MARKET_MISSING,tender_indicator_TRANSPARENCY_TITLE_MISSING,tender_indicator_TRANSPARENCY_VALUE_MISSING,tender_indicator_TRANSPARENCY_YEAR_MISSING,tender_indicator_INTEGRITY_WINNER_CA_SHARE,tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS,tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES,tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA,tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS,tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO,tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO,tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD,tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO,buyer_row_nr,buyer_buyerType,buyer_mainActivities,buyer_id,buyer_name,buyer_nuts,buyer_city,buyer_country,buyer_postcode,lot_row_nr,lot_title,lot_selectionMethod,lot_status,lot_contractSignatureDate,lot_cancellationDate,lot_isAwarded,lot_estimatedPrice,lot_estimatedPrice_currency,lot_estimatedPrice_minNetAmount,lot_estimatedPrice_maxNetAmount,lot_estimatedPrice_EUR,lot_lotNumber,lot_bidsCount,lot_validBidsCount,lot_smeBidsCount,lot_electronicBidsCount,lot_nonEuMemberStatesCompaniesBidsCount,lot_otherEuMemberStatesCompaniesBidsCount,lot_foreignCompaniesBidsCount,lot_description_length,bid_row_nr,bid_isWinning,bid_isSubcontracted,bid_isConsortium,bid_price,bid_price_currency,bid_price_minNetAmount,bid_price_maxNetAmount,bid_price_EUR,bidder_row_nr,bidder_id,bidder_name,bidder_nuts,bidder_city,bidder_country,bidder_postcode
95deb300-4079-4b35-9ec1-32f6cf1ba19a,MLT,##empty,BELOW_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24121300,24121300,MT001,##empty,EN,##empty,##empty,##empty,2008/05/05,2008/02/12,##empty,##empty,##empty,##empty,20,600,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,138183,EUR,##empty,##empty,138183,128814,EUR,##empty,##empty,128814,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,2,2007-01-01,2007-01-01,2008-01-01,2008-01-01,##empty,100,100,50,100,##empty,100,##empty,##empty,0,100,0,100,83.3333,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,100,100,##empty,100,0,100,100,100,1,PUBLIC_BODY,"WATER,GENERAL_PUBLIC_SERVICES,OTHER",EU_body_ad63aecdfe86e2b196654130c7b694bb713788ff4cec5e4f9584b815224b4258,Water Services Corporation,MT001,Luqa,MLT,LQA 9043,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,3,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,128814,EUR,##empty,##empty,128814,1,EU_body_d2278c3b2cc517fee6086f348fbfc2829d8a13a3fe2c6e8638b97dee0bd86d60,ORTIS LIMITED,MT001,Ta' Qali,MLT,ATD 4000
44fcc893-e37d-4dc4-8b3b-ba382f91fc2c,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24452100,24452100,##empty,##empty,"EN,MT",##empty,##empty,##empty,2008/04/02,2007/11/20,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,170241.79,EUR,##empty,##empty,170241.79,152019.57,EUR,##empty,##empty,152019.57,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,2,2007-01-01,2007-01-01,2008-01-01,2008-01-01,##empty,0,100,50,100,##empty,100,##empty,##empty,0,100,0,100,81.8182,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,100,0,100,0,100,100,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,152019.57,EUR,##empty,##empty,152019.57,1,EU_body_510ee136e1e5b4e06a362de93bc7b611ea7de76bd36cd6f10fc6c977a22299fb,V J Salomone Pharma Ltd,##empty,Marsa,MLT,MRS 1606
25e50e86-c8ad-438a-8e37-21e7066dd06c,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24470000,24470000,##empty,##empty,"EN,MT",##empty,##empty,##empty,##empty,2006/06/15,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,141341.72,EUR,##empty,##empty,141341.72,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,1,2006-01-01,2006-01-01,##empty,##empty,##empty,##empty,100,100,100,##empty,##empty,##empty,##empty,0,100,0,100,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,0,##empty,##empty,##empty,100,##empty,100,0,##empty,0,##empty,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,ANNOUNCED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty
92a674fa-278d-47d8-b863-db127f2c9d19,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24422100,24422100,##empty,##empty,"EN,MT",##empty,##empty,##empty,2007/11/05,2007/01/23,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,271494.95,EUR,##empty,##empty,271494.95,246870.44,EUR,##empty,##empty,246870.44,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,2,2006-01-01,2006-01-01,2008-01-01,2008-01-01,##empty,0,100,50,100,##empty,100,##empty,##empty,0,100,0,100,75,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,100,##empty,100,0,100,100,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,246870.44,EUR,##empty,##empty,246870.44,1,EU_body_923a52ee10b0c0358fdbaf56ae738db70238c72ccd3ebc3f171a30b06fdfa847,Vivian Corporation Ltd,MT001,Msida,MLT,MSD 1824
8b709a5b-a000-4e7a-8353-da8f0129c1f3,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24451100,24451100,##empty,##empty,"EN,MT",##empty,##empty,##empty,2007/08/09,2007/05/08,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,224628.46,EUR,##empty,##empty,224628.46,167104.59,EUR,##empty,##empty,167104.59,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,2,2007-01-01,2007-01-01,2007-01-01,2007-01-01,##empty,100,100,100,100,##empty,100,##empty,##empty,0,100,0,100,75,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,100,##empty,100,0,100,100,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,2,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,167104.59,EUR,##empty,##empty,167104.59,1,EU_body_eb607ba04a5799ddc4dc018203167e68c41467ccb457db6217fe35fec79d4a9a,A M Mangion Ltd,##empty,LUQA,MLT,LQA 6000
9fd78ec1-f227-4f81-a14e-29f97d0cea02,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24473000,24473000,##empty,##empty,"EN,MT",##empty,##empty,##empty,2006/12/19,2006/07/25,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,228222.69,EUR,##empty,##empty,228222.69,155154.9,EUR,##empty,##empty,155154.9,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,2,2006-01-01,2006-01-01,2007-01-01,2007-01-01,##empty,100,100,100,100,##empty,100,##empty,##empty,0,100,0,100,64.2857,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,100,##empty,100,0,100,100,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,3,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,155154.9,EUR,##empty,##empty,155154.9,1,EU_body_29c643dfede2c7ea45d6bd8781a781beba9496aa0bba03a5d0ec8f340eb53d7d,Cherubino Ltd,##empty,Gzira,MLT,GZR 1637
c9232aaa-8ea3-4830-acbc-b44c9be3a917,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,24461300,24461300,##empty,##empty,"EN,MT",##empty,##empty,##empty,2008/04/02,2007/10/16,##empty,##empty,##empty,##empty,36,1080,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,245618.45,EUR,##empty,##empty,245618.45,216794.78,EUR,##empty,##empty,216794.78,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,2,2007-01-01,2007-01-01,2008-01-01,2008-01-01,##empty,0,100,50,100,##empty,100,##empty,##empty,0,100,0,100,81.8182,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,100,0,100,0,100,100,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,216794.78,EUR,##empty,##empty,216794.78,1,EU_body_510ee136e1e5b4e06a362de93bc7b611ea7de76bd36cd6f10fc6c977a22299fb,V J Salomone Pharma Ltd,##empty,Marsa,MLT,MRS 1606
c4b61490-5b72-4c28-8027-2f2c40b3a358,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,33264000,33264000,##empty,##empty,##empty,##empty,##empty,##empty,2006/07/07,##empty,##empty,##empty,##empty,##empty,##empty,##empty,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,2892243.2,EUR,##empty,##empty,2892243.2,2675199.11,EUR,##empty,##empty,2675199.11,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,1,##empty,##empty,2006-01-01,2006-01-01,##empty,100,0,100,100,100,100,##empty,##empty,0,100,0,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,##empty,##empty,##empty,##empty,100,##empty,100,1,PUBLIC_BODY,ELECTRICITY,EU_body_e0cf0a2daca55d86245c837c291a681ae1f0220525f44376fcfebd00718bfcbf,Enemalta Corporation,##empty,Marsa,MLT,MRS 1000,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,6,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,2675199.11,EUR,##empty,##empty,2675199.11,1,EU_body_c6e7f259819632b7479b5ac7d80668ede71e24bb09a0f3f771e66fc4c1eba324,Mekanika Limited,##empty,Mriehel,MLT,BKR 14
4648e618-307c-4813-b711-92fc074fbd97,MLT,##empty,ABOVE_THE_THRESHOLD,SERVICES,OPEN,##empty,74140000,74140000,##empty,##empty,##empty,##empty,##empty,##empty,2006/08/18,##empty,##empty,##empty,##empty,##empty,##empty,##empty,yes,no,no,##empty,##empty,##empty,no,no,yes,##empty,399000,EUR,##empty,##empty,399000,395500,EUR,##empty,##empty,395500,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,1,##empty,##empty,2006-01-01,2006-01-01,##empty,100,0,100,100,100,100,##empty,##empty,0,100,0,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,##empty,##empty,##empty,##empty,100,##empty,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,4,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,206500,EUR,##empty,##empty,206500,1,EU_body_da455bf7eb26e5c33449d8a1b82b058178a457622eb1da3f48b4972b24e66ea1,Exemplas Ltd,UKH23,St Albans,UK,AL1 3AW
b17fb857-38ca-4c53-bbc1-33725a72ccfd,MLT,##empty,ABOVE_THE_THRESHOLD,SUPPLIES,OPEN,##empty,33123220,33123220,##empty,##empty,##empty,##empty,##empty,##empty,2006/07/26,##empty,##empty,##empty,##empty,##empty,##empty,##empty,no,no,no,##empty,##empty,##empty,no,no,yes,##empty,941392.97,EUR,##empty,##empty,941392.97,835803.56,EUR,##empty,##empty,835803.56,##empty,##empty,##empty,##empty,##empty,1,##empty,##empty,1,1,##empty,##empty,2006-01-01,2006-01-01,##empty,100,0,100,100,100,100,##empty,##empty,0,100,0,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,100,##empty,##empty,100,##empty,##empty,0,##empty,##empty,##empty,##empty,100,##empty,100,1,NATIONAL_AUTHORITY,"GENERAL_PUBLIC_SERVICES,WATER,HEALTH",EU_body_0cc3820f9e18492aadaf56cc94f8940102e027516b5b626d549b0ae1b39803b1,Department of Contracts,MT001,Floriana,MLT,FRN 1600,1,##empty,##empty,AWARDED,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,##empty,3,##empty,##empty,##empty,##empty,##empty,##empty,##empty,1,yes,no,##empty,119644.26,EUR,##empty,##empty,119644.26,1,EU_body_c4fee556d1ebeb2da4bd7c2be79c9978eaf6895c5938281d5a1725a8466288be,"Sidroc Services , Godrico Ltd.",##empty,Gzira,MLT,##empty
