tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;e55cff9e-266a-41a1-be0d-78c85be980ba;MT;CT3023/2018 — Tender for the Delivery, Supply and Commissioning of Class A GPRS Trackers to be Installed on Vessels Including Data Transmission for the Department of Fisheries and Aquaculture;;SUPPLIES;OPEN;pt_open;30200000;30200000;;2018;EN;;;;;2018/09/11;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;178;;;;1;1;;;1;2;2018-08-09;2018-08-09;2018-09-04;2018-09-04;http://ted.europa.eu/udl?uri=TED:NOTICE:384635-2018:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;91.6667;;;;;;;;;;0;;;0;100;;100;50;100;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;;;CANCELLED;;2018/09/04;no;;;;;;;;;;;;;;178;;;;;;;;;;;;;;;;
2;fc6b9893-a0c8-48b8-b08a-29d7c922957d;MT;MPU-MFCS / 18002 Tender for the Carrying Out of Research and a Targeted Retirement and Financial Capability Awareness Campaign in Malta;ABOVE_THE_THRESHOLD;SERVICES;OPEN;pt_open;79300000;79300000;;2018;EN;;;;;2018/04/09;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;310000;EUR;;;310000;134;;;;1;;;;1;2;2018-03-08;2018-03-08;2018-08-29;2018-08-29;http://ted.europa.eu/udl?uri=TED:NOTICE:377204-2018:TEXT:EN:HTML;0;100;50;100;100;100;;0;0;100;0;100;90.9091;;;;;;;100;;;100;;;0;100;100;100;0;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES;EU_body_f58fb7bd4f76d2ab1ff1d89b6f2ca15403e4bf4bc5ac8af6a4a3a160bd6264bf;MPU - Ministry for the Family Children's Rights and Social Solidarity;;Valletta;MT;VLT 2000;1;Contract;;AWARDED;;;yes;;;;;;;1;;;;;;;136;1;yes;no;no;310000;EUR;;;310000;1;EU_body_e91c6624c03b3a4dc44a60718f074d46df628b45db2b6bac462e468f0b19e1a6;Outlook Coop;MT;Qormi;MT;QRM 3580
3;d11e352a-53d0-4e19-a144-7ce0565ed1a6;MT;Tender for the resurfacing of Gorf street, Victoria, Gozo;;WORKS;OPEN;pt_open;45233220;45233220;;2018;EN;;;;;2018/01/30;;;;;;;;no;no;;no;no;;no;no;no;;;;;;;;;;;681;;;;1;1;;;1;1;2018-01-18;2018-01-18;;;;;100;50;100;;;;0;0;0;0;100;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;681;;;;;;;;;;;;;;;;
4;08d579a9-ce05-49aa-8925-15c7444d4386;MT;Tender for the Supply of Basic Dressing Packs — CT2277/2018;;SUPPLIES;OPEN;pt_open;33000000;33000000;;2018;EN;;;;;2018/11/13;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;181600;EUR;;;181600;46;;;;1;1;;;1;2;2018-10-12;2018-10-12;2019-09-12;2019-09-12;http://ted.europa.eu/udl?uri=TED:NOTICE:428263-2019:TEXT:EN:HTML;100;100;50;100;100;100;;0;0;100;0;100;91.6667;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;Contract;;AWARDED;;;yes;;;;;;;9;;;9;;;;46;1;yes;no;no;181600;EUR;;;181600;1;EU_body_d970a85ada9310f0815171de3de69ee749347bceab981fa8cc2bf78d9d8922f3;Krypton Chemists Ltd;MT;Naxxar [In-Naxxar];MT;
5;845a6c80-cb0e-49e0-8726-f7534286a89c;MT;MEDE/MPU/UOM/004/2018 Supply, Delivery, Installation, Commissioning of Automated Control, Analysis and Visualisation of Crystallisation Experiments Including and Environmental Friendly Laptop Computer;;SUPPLIES;OPEN;pt_open;39300000;39300000;;2018;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;211382;EUR;;;211382;233;;;;;1;;;1;2;;;2018-10-23;2018-10-23;http://ted.europa.eu/udl?uri=TED:NOTICE:464843-2018:TEXT:EN:HTML;0;0;100;100;100;0;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;EDUCATION,RECREATION_CULTURE_AND_RELIGION,OTHER,DEFENCE;EU_body_b262d4ca9470acadbe228e86d67e1efc86674fe4d9dec56c8dcefc4891ae07ac;Ministry for Education and Employment;;Floriana;MT;VLT2000;1;Contract;;AWARDED;;;yes;;;;;;;1;;;;;;;233;1;yes;no;no;211382;EUR;;;211382;1;EU_body_4042d9c1fcac61136f77b8e6504ed936e305cf61adce8fa3d2ee85d84269d168;Technobis Crystallization Systems BV;NL322;ALKMAAR;NL;1812 SC
6;98954411-e67b-4e6f-bb66-e1399e95e246;MT;Tender for the Resurfacing of part of Ghajn Qatet Street, Victoria, Gozo;;WORKS;OPEN;pt_open;45233220;45233220;;2018;EN;;;;;2018/01/30;;;;;;;;no;no;;no;no;;no;no;no;;;;;;;;;;;750;23;47;23;1;1;;;1;1;2018-01-18;2018-01-18;;;;;100;50;100;;;;0;0;0;0;100;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;748;;;;;;;;;;;;;;;;
7;bcec6743-79f1-484e-8401-f9fe985adeed;MT;Framework Agreement for the Supply of 1kV Single Core XLPE Insulated PVC Sheathed Cable CT2002/2018;;SUPPLIES;OPEN;pt_open;31321210;31321210;;2018;EN;;;;;2018/06/28;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;1174950;EUR;;;1174950;88;;;;1;1;;;2;2;2018-05-29;2018-05-29;2019-01-31;2019-01-31;http://ted.europa.eu/udl?uri=TED:NOTICE:048896-2019:TEXT:EN:HTML;100;100;50;100;100;100;;0;0;100;0;100;92.3077;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;Lot 2 — Single Core Multi-stranded Flexible Copper Cable Size 300 mm2 (61/2,52 mm);;AWARDED;;;yes;;;;;;2;6;;;;;;;89;1;yes;no;no;1174950;EUR;;;1174950;1;EU_body_2b675a7479cfaa37ded58b21328954309a7c132d383297b30468752e2b4a9641;Electrical Supplies and Services Ltd;MT;BIRKIRKARA [Birkirkara];MT;BKR 3000
7;bcec6743-79f1-484e-8401-f9fe985adeed;MT;Framework Agreement for the Supply of 1kV Single Core XLPE Insulated PVC Sheathed Cable CT2002/2018;;SUPPLIES;OPEN;pt_open;31321210;31321210;;2018;EN;;;;;2018/06/28;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;1174950;EUR;;;1174950;88;;;;1;1;;;2;2;2018-05-29;2018-05-29;2019-01-31;2019-01-31;http://ted.europa.eu/udl?uri=TED:NOTICE:048896-2019:TEXT:EN:HTML;100;100;50;100;100;100;;0;0;100;0;100;92.3077;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;2;Lot 1 — Single Core Multi-stranded Flexible Copper Cable Size 185 mm2 (37/2,52 mm);;AWARDED;;;yes;;;;;;1;6;;;;;;;89;1;yes;no;no;1174950;EUR;;;1174950;1;EU_body_2b675a7479cfaa37ded58b21328954309a7c132d383297b30468752e2b4a9641;Electrical Supplies and Services Ltd;MT;BIRKIRKARA [Birkirkara];MT;BKR 3000
8;2d46ea98-9578-4b26-871b-069157c3da6a;MT;Tender for framework agreement for the supply, delivery, installation and commissioning of environmentally friendly air conditioners to the Ministry for Home Affairs and National Security;;WORKS;OPEN;pt_open;39717200;39717200;;2018;EN;;;;;2018/03/28;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;295;;;;1;1;;;1;1;2018-02-21;2018-02-21;;;;;100;50;100;;;;0;0;100;0;100;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;DEFENCE,OTHER,GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY,HEALTH;EU_body_d4f5863ef758ac7c6a315539784b5db425b08e6878b6c28a01e0842fa3a5d3b0;Ministry for Home Affairs and National Security MPU;MT001;Valletta;MT;VLT 1433;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;295;;;;;;;;;;;;;;;;
9;edd2a223-496f-4d42-8e37-a5c9c592211f;MT;CT3078/2018 — Tender for an Electronic Patient Record System for Primary Health Care Part of ERDF 02.035;;SERVICES;OPEN;pt_open;48180000;48180000;;2018;EN;;;;;2018/06/26;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;4986932;EUR;;;4986932;104;;;;1;1;2;;1;4;2018-05-25;2018-05-25;2018-10-17;2018-10-17;http://ted.europa.eu/udl?uri=TED:NOTICE:455174-2018:TEXT:EN:HTML;100;100;50;100;100;100;;0;0;100;0;100;91.6667;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;Contract;;AWARDED;;;yes;;;;;;;3;;;;;;;105;1;yes;no;no;4986932;EUR;;;4986932;1;EU_body_26dd5dea49b9eab842cf44c25b6eafc8a3673adaccb26c2e525ac2e7f4d607b2;GPI SpA;ITH20;TRENTO;IT;38123
