tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;f92e50f6-769e-4656-95e2-2ee26e951b9e;MT;Q054-12 - Supply and Delivery of Drinking Water in 19 Ltr Bottles.;;SUPPLIES;OPEN;pt_open;15981100;15981100;;2012;;;;;;2012/09/14;;;;;;;no;no;no;;;;no;no;no;no;;;;;;;;;;;142;;;;;1;;;1;1;2012-07-31;2012-07-31;;;;;100;100;100;;;;;0;0;0;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;OTHER;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_7cb3de8d53ef6ccd4b5c817def25338e44a1a589d86c15db802b474b2396aa10;Malta Information Technology Agency MITA;MT;Blata Bajda;MT;HMR 9010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1ee97bf1-49b8-4f72-9cb3-04d18cd13a7f;MT;Modular Exeter Hip system & consumables.;;SUPPLIES;OPEN;pt_open;33141700;33141700;;2012;EN;;;;;2012/06/05;;;;;36;1080;no;no;no;;;;no;no;yes;no;;;;;;;;;;;81;;;;;1;;;1;1;2012-04-07;2012-04-07;;;;;100;100;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;HEALTH;EU_body_1a4589ef0325a1ed9cf1449803c656ccfb651762e1b36fccb5294d5062c38bb4;Central Procurement and Supplies Unit;MT001;Gwardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;251dc02d-22b3-4b3e-8a2b-01201c059576;MT;Sildenafil 20mg tablets/capsules.;;SUPPLIES;OPEN;pt_open;33622000;33622000;;2012;EN;;;;;2012/05/15;;;;;36;1080;no;no;no;;;;no;no;yes;no;;;;;;;;;;;33;;;;;1;;;1;2;2012-03-23;2012-03-23;2012-11-23;2012-11-23;http://ted.europa.eu/udl?uri=TED:NOTICE:371411-2012:TEXT:EN:HTML;0;100;100;100;100;100;;;0;100;0;100;83.3333;;;;;;;100;;;0;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_1a4589ef0325a1ed9cf1449803c656ccfb651762e1b36fccb5294d5062c38bb4;Central Procurement and Supplies Unit;MT001;Gwardamangia;MT;PTA 1010;1;CT 2015/2012.;;AWARDED;;;;;;;;;;1;;;;;;;;1;yes;no;;;;;;;1;EU_body_af1dc2bc68fd431af3cc8b6a7ae4d190e675f846a92a297965e51652366451b0;V J Salomone Pharma Ltd;;Marsa;MT;MRS 1542
4;bdfe3586-d698-4000-a86d-8f552884a115;MT;Framework Agreement for the Supply of Consumables for Epson Printers.;;SUPPLIES;OPEN;pt_open;30125100;30125100,30125110,30125120;;2012;;;;;;2012/08/08;;;;;;;no;no;no;;;;no;yes;no;no;;;;;;;;;;;132;;;;;1;;;1;1;2012-07-11;2012-07-11;;;;;100;50;100;;;;;0;0;100;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;NATIONAL_AUTHORITY;OTHER,HEALTH,GENERAL_PUBLIC_SERVICES;EU_body_948301d1004301e8cd43803105e8a5f375b92a147354e828abacf6a097a4edff;Central Procurement and Supplies Unit MFH;MT001;Guardamangia;MT;PTA 1010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2e77c9d5-6b19-41c1-8077-beda3d5ac08a;MT;Organisation of cultural and educational activities.;;SERVICES;OPEN;pt_open;92000000;92000000;;2012;EN;;;;;2013/01/07;;2013/02/01;2013/09/30;;;241;yes;no;no;;;;no;no;yes;no;;;;;;;;;;;107;;;49;;;;;1;1;2012-12-06;2012-12-06;;;;;100;50;100;;;;;0;100;0;100;;;;;;;;;;;0;;;;100;0;100;0;;100;;1;PUBLIC_BODY;OTHER;EU_body_559398f4ad44b4f22fe3677f1fd45b33cf95c4dde003dcc6b8bf620828c528e2;Galxlokk;;Qormi;MT;;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;f2dd572f-3027-47c1-b6bb-d696485b781a;MT;Provision of Security Services - T091/12.;;SERVICES;OPEN;pt_open;79710000;79710000;;2012;;;;;;2013/01/11;;;;;;;no;no;no;;;;no;no;no;no;285000;EUR;;;285000;;;;;;193;;;;;1;;;1;1;2012-11-27;2012-11-27;;;;;100;100;100;;;;;0;0;0;;;;;;;;;;;;0;;;;0;;100;0;;100;;1;OTHER;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_7cb3de8d53ef6ccd4b5c817def25338e44a1a589d86c15db802b474b2396aa10;Malta Information Technology Agency MITA;MT;Blata Bajda;MT;HMR 9010;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;74b364fc-24b5-4e27-bc76-93fc239106bd;MT;Cefuroxime 75mg injections.;;SUPPLIES;OPEN;pt_open;33651100;33651100;;2012;EN;;;;;2012/07/03;;;;;12;360;no;no;no;;;;no;no;yes;no;;;;;;;;;;;210;;;;;1;;;1;2;2012-05-10;2012-05-10;2012-11-22;2012-11-22;http://ted.europa.eu/udl?uri=TED:NOTICE:369849-2012:TEXT:EN:HTML;100;100;100;100;100;100;;;0;100;0;100;83.3333;;;;;;;100;;;0;;;0;100;;100;0;100;100;100;1;NATIONAL_AUTHORITY;HEALTH;EU_body_1a4589ef0325a1ed9cf1449803c656ccfb651762e1b36fccb5294d5062c38bb4;Central Procurement and Supplies Unit;MT001;Gwardamangia;MT;PTA 1010;1;CT 2057/2012.;;AWARDED;;;;;;;;;;4;;;;;;;;1;yes;no;;;;;;;1;EU_body_06f6fae398b93a422afbc91c7ebd446d5279d880d1abde85d81ddab0bead5810;EuroPharma Ltd;MT;BIRKIRKARA [Birkirkara];MT;BKR 9076
8;fa493724-124c-47ea-923e-b967bd90379c;MT;Tender for the provision of authorised officer services.;;SERVICES;OPEN;pt_open;35000000;35000000;;2012;EN;;;;;2012/03/15;;;;;60;1800;no;no;no;;;;no;no;no;no;;;;;;;;;;;44;23;128;148;;2;;;1;1;2012-01-24;2012-01-24;;;;;100;100;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;100;100;0;;100;;1;REGIONAL_AUTHORITY;PUBLIC_ORDER_AND_SAFETY;EU_body_8ab0f6e8a6e0ae33072f4b3e285fb1bcdc42433ff5dacf1e6bac6c8aee0937ba;Regjun Nofsinhar (Southern Region);;Hal Qormi;MT;QRM 2504;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;d8dfd4e0-3226-45eb-99d2-4c3b5dece681;MT;Tender for project management, technical design and supervision of the implementation of the Cittadella Masterplan recommendations.;;SERVICES;OPEN;pt_open;71541000;71541000,71521000;;2012;EN;;;;;2012/12/20;;;;;24;720;yes;no;no;;;;no;no;no;no;;;;;;;;;;;299;23;59;23;;1;;;1;1;2012-11-07;2012-11-07;;;;;100;100;100;;;;;0;0;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;NATIONAL_AUTHORITY;OTHER;EU_body_8be08d95c436370ea0272c4bb3acf7716eb70728f6919fc7571afd0a53059e7c;Ministry for Gozo;MT002;Victoria;MT;VCT 1335;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;07f7c231-4b43-409f-9b7f-c7d8195cb468;MT;Q026/12 - Two (2) Rack-Mountable Energy Efficient Servers including five (5) years hardware maintenance agreement.;BELOW_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;48820000;48820000;;2012;;;;;;;;;;;;;no;no;no;;;;no;no;no;;;;;;;13574;EUR;;;13574;186;;;;;1;;;1;1;;;2012-04-24;2012-04-24;http://ted.europa.eu/udl?uri=TED:NOTICE:129300-2012:TEXT:EN:HTML;100;0;100;100;100;100;;;0;0;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;OTHER;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_7cb3de8d53ef6ccd4b5c817def25338e44a1a589d86c15db802b474b2396aa10;Malta Information Technology Agency MITA;MT;Blata Bajda;MT;HMR 9010;1;;;AWARDED;;;;;;;;;;6;;;;;;;;1;yes;no;;13574;EUR;;;13574;1;EU_body_7bee31964bf0bc0041c3a531575f9fd3eac9d78943de9814e1ddcc58b7442656;Intercomp Marketing Ltd.;MT;MARSA [Il-Marsa];MT;MRS 9065
