tender_row_nr;tender_id;tender_country;tender_title;tender_size;tender_supplyType;tender_procedureType;tender_nationalProcedureType;tender_mainCpv;tender_cpvs;tender_addressOfImplementation_nuts;tender_year;tender_eligibleBidLanguages;tender_npwp_reasons;tender_awardDeadline;tender_contractSignatureDate;tender_awardDecisionDate;tender_bidDeadline;tender_cancellationDate;tender_estimatedStartDate;tender_estimatedCompletionDate;tender_estimatedDurationInYears;tender_estimatedDurationInMonths;tender_estimatedDurationInDays;tender_isEUFunded;tender_isDps;tender_isElectronicAuction;tender_isAwarded;tender_isCentralProcurement;tender_isJointProcurement;tender_isOnBehalfOf;tender_isFrameworkAgreement;tender_isCoveredByGpa;tender_hasLots;tender_estimatedPrice;tender_estimatedPrice_currency;tender_estimatedPrice_minNetAmount;tender_estimatedPrice_maxNetAmount;tender_estimatedPrice_EUR;tender_finalPrice;tender_finalPrice_currency;tender_finalPrice_minNetAmount;tender_finalPrice_maxNetAmount;tender_finalPrice_EUR;tender_description_length;tender_personalRequirements_length;tender_economicRequirements_length;tender_technicalRequirements_length;tender_documents_count;tender_awardCriteria_count;tender_corrections_count;tender_onBehalfOf_count;tender_lots_count;tender_publications_count;tender_publications_firstCallForTenderDate;tender_publications_lastCallForTenderDate;tender_publications_firstdContractAwardDate;tender_publications_lastContractAwardDate;tender_publications_lastContractAwardUrl;tender_indicator_INTEGRITY_SINGLE_BID;tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION;tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD;tender_indicator_INTEGRITY_PROCEDURE_TYPE;tender_indicator_INTEGRITY_DECISION_PERIOD;tender_indicator_INTEGRITY_TAX_HAVEN;tender_indicator_INTEGRITY_NEW_COMPANY;tender_indicator_ADMINISTRATIVE_CENTRALIZED_PROCUREMENT;tender_indicator_ADMINISTRATIVE_ELECTRONIC_AUCTION;tender_indicator_ADMINISTRATIVE_COVERED_BY_GPA;tender_indicator_ADMINISTRATIVE_FRAMEWORK_AGREEMENT;tender_indicator_ADMINISTRATIVE_ENGLISH_AS_FOREIGN_LANGUAGE;tender_indicator_ADMINISTRATIVE_NOTICE_AND_AWARD_DISCREPANCIES;tender_indicator_TRANSPARENCY_NUMBER_OF_KEY_MISSING_FIELDS;tender_indicator_TRANSPARENCY_AWARD_DATE_MISSING;tender_indicator_TRANSPARENCY_BUYER_NAME_MISSING;tender_indicator_TRANSPARENCY_PROC_METHOD_MISSING;tender_indicator_TRANSPARENCY_BUYER_LOC_MISSING;tender_indicator_TRANSPARENCY_BIDDER_ID_MISSING;tender_indicator_TRANSPARENCY_BIDDER_NAME_MISSING;tender_indicator_TRANSPARENCY_MARKET_MISSING;tender_indicator_TRANSPARENCY_TITLE_MISSING;tender_indicator_TRANSPARENCY_VALUE_MISSING;tender_indicator_TRANSPARENCY_YEAR_MISSING;tender_indicator_INTEGRITY_WINNER_CA_SHARE;tender_indicator_TRANSPARENCY_MISSING_ADDRESS_OF_IMPLEMENTATION_NUTS;tender_indicator_TRANSPARENCY_MISSING_ELIGIBLE_BID_LANGUAGES;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_AWARD_CRITERIA;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_CPVS;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_DURATION_INFO;tender_indicator_TRANSPARENCY_MISSING_OR_INCOMPLETE_FUNDINGS_INFO;tender_indicator_TRANSPARENCY_MISSING_SELECTION_METHOD;tender_indicator_TRANSPARENCY_MISSING_SUBCONTRACTED_INFO;buyer_row_nr;buyer_buyerType;buyer_mainActivities;buyer_id;buyer_name;buyer_nuts;buyer_city;buyer_country;buyer_postcode;lot_row_nr;lot_title;lot_selectionMethod;lot_status;lot_contractSignatureDate;lot_cancellationDate;lot_isAwarded;lot_estimatedPrice;lot_estimatedPrice_currency;lot_estimatedPrice_minNetAmount;lot_estimatedPrice_maxNetAmount;lot_estimatedPrice_EUR;lot_lotNumber;lot_bidsCount;lot_validBidsCount;lot_smeBidsCount;lot_electronicBidsCount;lot_nonEuMemberStatesCompaniesBidsCount;lot_otherEuMemberStatesCompaniesBidsCount;lot_foreignCompaniesBidsCount;lot_description_length;bid_row_nr;bid_isWinning;bid_isSubcontracted;bid_isConsortium;bid_price;bid_price_currency;bid_price_minNetAmount;bid_price_maxNetAmount;bid_price_EUR;bidder_row_nr;bidder_id;bidder_name;bidder_nuts;bidder_city;bidder_country;bidder_postcode
1;372c93b1-aa55-4a53-b0bc-32690c982da0;MT;CT3017/2021 Design and Build of the New Establishment of Blood Tissues and Cells using Environmentally Friendly Construction Materials and Products;;WORKS;OPEN;pt_open;45215140;45215140;;2021;EN;;;;;2021/08/24;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;150;;;;1;;4;;1;3;2021-06-21;2021-06-21;;;;;100;100;100;;;;0;0;100;0;100;;;;;;;;;;;0;;;;100;100;100;50;;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;150;;;;;;;;;;;;;;;;
2;4aeb8520-fc72-45d7-afba-7e8286bbe55a;MT;SPD1.2021.138 - Tender for the supply, delivery, installation, testing and commissioning of a Stand-by Generator for the TRAKE Building, Faculty of Engineering, at the University of Malta (UM 2127);;SUPPLIES;OPEN;pt_open;31121100;31121100;;2021;EN;;;;;2021/11/08;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;197;;;;1;1;;;1;2;2021-10-18;2021-10-18;2022-01-21;2022-01-21;https://ted.europa.eu/udl?uri=TED:NOTICE:032929-2022:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;91.6667;;;;;;;;;;0;;;0;100;;100;50;100;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER,EDUCATION,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,ECONOMIC_AND_FINANCIAL_AFFAIRS,RECREATION_CULTURE_AND_RELIGION;EU_body_077abef3d1ba3e252740e9cf9c2aaea3c976409333983935457317c26cb51913;Sectoral Procurement Directorate;MT;Floriana;MT;FRN1600;1;;;CANCELLED;;2022/01/21;no;;;;;;;;;;;;;;197;;;;;;;;;;;;;;;;
3;d9e0e5bf-fb78-4fc1-80d0-99be3141178b;MT;Framework Agreement for the Supply and Delivery of uniforms for Identity Malta Agency staff using environment friendly materials (SPD2/2021/052);;SUPPLIES;OPEN;pt_open;18000000;18000000;;2021;EN;;;;;2021/11/09;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;138;;;;1;1;;;1;1;2021-10-08;2021-10-08;;;;;100;50;100;;;;0;0;100;0;100;;;;;;;;;;;0;;;;100;;100;50;;100;;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER,EDUCATION,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,ECONOMIC_AND_FINANCIAL_AFFAIRS,RECREATION_CULTURE_AND_RELIGION;EU_body_077abef3d1ba3e252740e9cf9c2aaea3c976409333983935457317c26cb51913;Sectoral Procurement Directorate;MT;Floriana;MT;FRN1600;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;138;;;;;;;;;;;;;;;;
4;72395c85-dae9-43af-b66f-e7c644e56227;MT;CT2255/2021 - Supply of Tacrolimus 0.03 percent and 0.1 percent W/W Ointment;;SUPPLIES;OPEN;pt_open;33600000;33600000;;2021;EN;;;;;2021/11/09;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;;;;;;76;;;;1;1;;;2;2;2021-10-08;2021-10-08;2021-11-05;2021-11-05;https://ted.europa.eu/udl?uri=TED:NOTICE:564874-2021:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;92.3077;;;;;;;;;;0;;;0;100;;100;50;100;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;1;Tacrolimus 0.03 percent w/w ointment;;CANCELLED;;2021/11/05;no;;;;;;1;;;;;;;;76;;;;;;;;;;;;;;;;
4;72395c85-dae9-43af-b66f-e7c644e56227;MT;CT2255/2021 - Supply of Tacrolimus 0.03 percent and 0.1 percent W/W Ointment;;SUPPLIES;OPEN;pt_open;33600000;33600000;;2021;EN;;;;;2021/11/09;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;;;;;;76;;;;1;1;;;2;2;2021-10-08;2021-10-08;2021-11-05;2021-11-05;https://ted.europa.eu/udl?uri=TED:NOTICE:564874-2021:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;92.3077;;;;;;;;;;0;;;0;100;;100;50;100;100;;1;NATIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES,HEALTH,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS,ENVIRONMENT,PUBLIC_ORDER_AND_SAFETY,DEFENCE,RECREATION_CULTURE_AND_RELIGION,HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,WATER,ELECTRICITY,GAS_AND_HEAT_PRODUCTION;EU_body_c027c18b11cc1957386e7a659059e7af137fccb611b51f25f4d23e61519c4825;Department of Contracts;MT;Floriana;MT;FRN 1600;2;Tacrolimus 0.1 percent w/w ointment;;AWARDED;;;;;;;;;2;;;;;;;;76;;;;;;;;;;;;;;;;
5;56a68746-ff31-4fe1-8814-3f1acef600b4;MT;Negotiated Procedure for the Provision of Additional Long Term Care Beds at Golden Care Home, Gharghur;ABOVE_THE_THRESHOLD;SERVICES;NEGOTIATED_WITHOUT_PUBLICATION;pt_award_contract_without_call;98341000;98341000;;2021;;;;;;;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;385745.97;EUR;;;385745.97;80;;;;;1;;;1;1;;;2021-11-23;2021-11-23;https://ted.europa.eu/udl?uri=TED:NOTICE:598112-2021:TEXT:EN:HTML;0;0;100;50;100;100;;0;0;100;0;;;;;;;;;100;;;100;;;0;;;;;100;;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,OTHER;EU_body_4dabf9deb953dcbc628e0ad4c06d0fa96ac9116102b46d5a267091b4aafb0c1f;Active Ageing and Community Care;MT;Qormi;MT;QRM 9014;1;Contract;;AWARDED;;;yes;;;;;;;1;;1;1;0;0;;80;1;yes;no;no;385745.97;EUR;;;385745.97;1;EU_body_493121971d2c451c3b63b9bd9dd49f953190a67891579fc4daffc660e3acf6d5;Golden Care Limited;MT;Naxxar;MT;NXR4607
6;9cfc9a03-7a3e-4e3a-b079-93697af5b34d;MT;Service tender for the collection of household waste from the locality of Ħaż-Żabbar using low emission service vehicles;;SERVICES;OPEN;pt_open;90500000;90500000;;2021;EN;;;;;2021/11/22;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;;;;;;103;;;;1;1;;;1;1;2021-11-05;2021-11-05;;;;;100;50;100;;;;0;0;100;0;100;;;;;;;;;;;0;;;;100;;100;0;;100;;1;REGIONAL_AUTHORITY;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_ba6c3b496d4a116d952d04d9d5f419139de9efae02eae719f7d2504964d72462;Zabbar Local Council;MT;ZABBAR;MT;ZBR1322;1;;;ANNOUNCED;;;;;;;;;;;;;;;;;103;;;;;;;;;;;;;;;;
7;95a45755-d029-4382-b0f7-f4a882447973;MT;Modernisation of Core IT (Taxation and Social Security) Systems: Development and Implementation - T021/21;;SERVICES;OPEN;pt_open;72000000;72000000;;2021;EN;;;;;2021/09/28;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;;;;;;188;;;;1;;;;2;2;2021-08-23;2021-08-23;2021-10-04;2021-10-04;https://ted.europa.eu/udl?uri=TED:NOTICE:500250-2021:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;91.6667;;;;;;;;;;0;;;0;100;100;100;50;100;100;;1;OTHER;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_7cb3de8d53ef6ccd4b5c817def25338e44a1a589d86c15db802b474b2396aa10;Malta Information Technology Agency MITA;MT;Blata Bajda;MT;HMR 9010;1;Lot 1 - Taxation;;CANCELLED;;2021/10/04;no;;;;;;1;;;;;;;;188;;;;;;;;;;;;;;;;
7;95a45755-d029-4382-b0f7-f4a882447973;MT;Modernisation of Core IT (Taxation and Social Security) Systems: Development and Implementation - T021/21;;SERVICES;OPEN;pt_open;72000000;72000000;;2021;EN;;;;;2021/09/28;;;;;;;;no;no;;no;no;;no;yes;yes;;;;;;;;;;;188;;;;1;;;;2;2;2021-08-23;2021-08-23;2021-10-04;2021-10-04;https://ted.europa.eu/udl?uri=TED:NOTICE:500250-2021:TEXT:EN:HTML;;100;50;100;;;;0;0;100;0;100;91.6667;;;;;;;;;;0;;;0;100;100;100;50;100;100;;1;OTHER;OTHER,GENERAL_PUBLIC_SERVICES;EU_body_7cb3de8d53ef6ccd4b5c817def25338e44a1a589d86c15db802b474b2396aa10;Malta Information Technology Agency MITA;MT;Blata Bajda;MT;HMR 9010;2;Lot 2 - Social Security;;AWARDED;;;;;;;;;2;;;;;;;;188;;;;;;;;;;;;;;;;
8;c4241c47-a025-4bc8-8090-50e6c75fdd79;MT;SPD6/2021/040 — Tender for the Supply and Delivery of Traffic Lights related Equipment;ABOVE_THE_THRESHOLD;SUPPLIES;OPEN;pt_open;34996100;34996100;;2021;EN;;;;;2021/08/26;;;;;;;;no;no;;no;no;;no;yes;no;;;;;;238000;EUR;;;238000;82;;;;1;1;;;1;2;2021-07-16;2021-07-16;2021-10-15;2021-10-15;https://ted.europa.eu/udl?uri=TED:NOTICE:522452-2021:TEXT:EN:HTML;100;100;50;100;50;100;;0;0;100;0;100;91.6667;;;;;;;100;;;100;;;0;100;;100;50;100;100;100;1;NATIONAL_AUTHORITY;GENERAL_PUBLIC_SERVICES,ENVIRONMENT,EDUCATION,OTHER,ECONOMIC_AND_FINANCIAL_AFFAIRS;EU_body_8ccb77af49a84b0d2fd0e7d1804a52b96af418a0e5671db79c2c88b404ceef0c;Sectoral Procurement Directorate;MT;Valletta;MT;VLT;1;Contract;;AWARDED;;;yes;;;;;;;3;;3;3;0;1;;82;1;yes;no;no;238000;EUR;;;238000;1;EU_body_0359a0c4f96e14976fa908e2eeaba6d45e3d0b933193a3c9da77039206eb7997;La Semaforica Srl;IT;Padova;IT;35129
